ParameterName,GroupId,GroupName,DataType,Visible,Discipline,CategorySet,RevitCategories,BindingScope,BindingType,ParameterGroup,Priority,Description,ApplicationNote,AlternativeNote
TR_ELK_KableTipi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Kablo tipi: NYY/NYAF/N2XH/FTZ/NHXMH,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_KableCap,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Kablo kesiti (mm2): 1.5/2.5/4/6/10/16,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_DevreTipi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Devre tipi: Aydınlatma/Priz/Motor/Güç,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_PanoAdi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Instance,Electrical,Yüksek,"Bağlı pano adı (örn: DP-01, ATP-01)",Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_DevreNo,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Instance,Electrical,Yüksek,Devre numarası,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_GuvenlikSinifi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Güvenlik sınıfı: IP20/IP44/IP65/IP67,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_YangindaCalismaSuresi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,NUMBER,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Yangında çalışma süresi dk (acil devre),Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_KorumaTipi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Koruma tipi: MCB/MCCB/RCD/AFCI,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ELK_SistemAdi,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Instance,Electrical,Yüksek,Elektrik sistemi kodu (örn: ELK-GUC-01),Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,
TR_ZA_SistemTipi,26,TR-ZAYIF AKIM SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Sistem: Data/Tel/CCTV/Kart/Alarm/OKS/BMS,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_KableTipi,26,TR-ZAYIF AKIM SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Kablo tipi: Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_CihazAdi,26,TR-ZAYIF AKIM SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,Cihaz adı / modeli,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_ZonNo,26,TR-ZAYIF AKIM SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,Bölge/Zone numarası (yangın alarm vb),Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_IPAdresi,26,TR-ZAYIF AKIM SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,IP adresi (ağ cihazları için),Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_GucTuketimi,26,TR-ZAYIF AKIM SİSTEMLERİ,NUMBER,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Güç tüketimi (W),Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_POEVarMi,26,TR-ZAYIF AKIM SİSTEMLERİ,YESNO,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,PoE (Power over Ethernet) var mı?,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_ZA_SistemAdi,26,TR-ZAYIF AKIM SİSTEMLERİ,TEXT,Evet,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,"Sistem kodu (örn: BMS-01, CCTV-01)",Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,
TR_MEP_KontrolDurumu,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Kontrol durumu: Uygun / İncelemede / Revize,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_RevizyonGerekiyorMu,27,TR-MEP QA/QC KONTROL,YESNO,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Revizyon gerekiyor mu? (QC bayrağı),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_KontrolEden,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Kontrol eden mühendis adı soyadı,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_KontrolTarihi,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Kontrol tarihi (YYYY-AA-GG),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_Onaylayan,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Onaylayan mühendis adı soyadı,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_OnayTarihi,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Onay tarihi (YYYY-AA-GG),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_ClashCozulduMu,27,TR-MEP QA/QC KONTROL,YESNO,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Çakışma sorunu çözüldü mü?,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_Aciklama,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Açıklama / uyarı notu,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_HesapModelID,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Bağlı hesap modeli ID,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_IFCExportSinifi,27,TR-MEP QA/QC KONTROL,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,IFC export sınıfı (08_MEP / alt kategori),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,
TR_MEP_PozNo,28,TR-MEP METRAJ VE POZ,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,ÇŞB/YİGM MEP poz numarası,MEP metraj ve poz verileri eleman instance'larında tutulmalıdır.,
TR_MEP_PozAdi,28,TR-MEP METRAJ VE POZ,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Poz adı,MEP metraj ve poz verileri eleman instance'larında tutulmalıdır.,
TR_MEP_Birim,28,TR-MEP METRAJ VE POZ,TEXT,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Birim: m / m2 / adet / kW vb,MEP metraj ve poz verileri eleman instance'larında tutulmalıdır.,
TR_MEP_Miktar,28,TR-MEP METRAJ VE POZ,NUMBER,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Miktar,MEP metraj ve poz verileri eleman instance'larında tutulmalıdır.,
TR_MEP_BirimFiyat,28,TR-MEP METRAJ VE POZ,CURRENCY,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Birim fiyat (TL),MEP metraj ve poz verileri eleman instance'larında tutulmalıdır.,
TR_MEP_ToplamTutar,28,TR-MEP METRAJ VE POZ,CURRENCY,Evet,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Toplam tutar (TL),MEP metraj ve poz verileri eleman instance'larında tutulmalıdır.,
TR_SinifSistemi,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Kullanılan ana sınıflandırma sistemi (TR_BIM / NL-SfB / UniClass / özel idare standardı),Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_SinifKod1,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Birincil sınıflandırma kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_SinifKod2,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,İkincil sınıflandırma kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_SinifKod3,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Üçüncül sınıflandırma kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_SinifAdi,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Sınıflandırma adının okunabilir karşılığı,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_ElemanKod,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Eleman / tip / sistem kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_ElemanAdi,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Eleman / tip / sistem adı,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_ElemanAileKodu,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Aile / ürün ailesi kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_MalzemeSinifKodu,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Malzeme sınıf kodu,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_MalzemeSinifAdi,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Malzeme sınıf adı,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_IsDisEleman,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,YESNO,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Eleman dış ortam / dış kabuk ile ilişkili mi?,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
