ParametreAdı,SemanticAnahtar,StandartParametre_EN,VeriTipi,GrupID,GrupAdı,Disiplin,KategoriKümesi,ÖnerilenRevitKategorileri,BağlamaKapsamı,BağlamaTürü,RevitArayüzGrubu,Öncelik,ZorunluMu,DegerKaynakKurali,AnaKullanim,Açıklama,UygulamaNotu,Description_TR,Description_EN,CeviriKaynagi,GozdenGecirmeDurumu
TR_BA_RevizyonGerekiyorMu,ba_revizyon_gerekiyor_mu,EN_RCRevisionRequired,YESNO,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Revizyon gerekiyor mu? (QC bayrağı),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Revizyon gerekiyor mu? (QC bayrağı),Revision required? (QC flag),shared_param_definition,guncellendi
TR_BA_KontrolEden,ba_kontrol_eden,EN_RCCheckedBy,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Kontrol eden mühendis adı soyadı,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Kontrol eden mühendis adı soyadı,Checking engineer full name,shared_param_definition,guncellendi
TR_BA_KontrolTarihi,ba_kontrol_tarihi,EN_RCCheckDate,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Kontrol tarihi (YYYY-AA-GG),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Kontrol tarihi (YYYY-AA-GG),Check date (YYYY-MM-DD),shared_param_definition,guncellendi
TR_BA_Onaylayan,ba_onaylayan,EN_RCApprovedBy,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Onaylayan mühendis adı soyadı,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Onaylayan mühendis adı soyadı,Approving engineer full name,shared_param_definition,guncellendi
TR_BA_OnayTarihi,ba_onay_tarihi,EN_RCApprovalDate,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Onay tarihi (YYYY-AA-GG),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Onay tarihi (YYYY-AA-GG),Approval date (YYYY-MM-DD),shared_param_definition,guncellendi
TR_BA_Aciklama,ba_aciklama,EN_RCNote,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Genel açıklama / uyarı notu,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Genel açıklama / uyarı notu,General description / warning note,shared_param_definition,guncellendi
TR_BA_HesapModelID,ba_hesap_model_id,EN_RCCalculationModelID,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,Bağlı hesap modeli kimliği (SAP/ETABS ID),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",Bağlı hesap modeli kimliği (SAP/ETABS ID),Linked calculation model ID (SAP/ETABS ID),shared_param_definition,guncellendi
TR_BA_IFCExportSinifi,ba_ifcexport_sinifi,EN_RCIFCExportClass,TEXT,19,TR-TS500 BA KONTROL VE UYGUNLUK,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Hayır,manual,Structure - Core,IFC export sınıfı: 07_YAPISAL / alt kategori,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",IFC export sınıfı: 07_YAPISAL / alt kategori,IFC export class: 07_STRUCTURAL / subcategory,shared_param_definition,guncellendi
TR_MEP_MekMuhendis,mep_mek_muhendis,EN_MEPMechanicalEngineer,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Sorumlu makine müh. adı soyadı (MEP),"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",Sorumlu makine müh. adı soyadı (MEP),Responsible mechanical engineer full name (MEP),shared_param_definition,guncellendi
TR_MEP_MekOdaNo,mep_mek_oda_no,EN_MechanicalEngineerLicenseNumber,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,MMO sicil no,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",MMO sicil no,Chamber of Mechanical Engineers license number,shared_param_definition,kontrol_gerekli
TR_MEP_ElkMuhendis,mep_elk_muhendis,EN_MEPElectricalEngineer,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Sorumlu elektrik müh. adı soyadı,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",Sorumlu elektrik müh. adı soyadı,Responsible electrical engineer full name,shared_param_definition,kontrol_gerekli
TR_MEP_ElkOdaNo,mep_elk_oda_no,EN_ElectricalEngineerLicenseNumber,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,EMO sicil no,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",EMO sicil no,Chamber of Electrical Engineers license number,shared_param_definition,kontrol_gerekli
TR_MEP_ModelVersiyonu,mep_model_versiyonu,EN_MEPModelVersion,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,MEP model versiyon no,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",MEP model versiyon no,MEP model version number,shared_param_definition,guncellendi
TR_MEP_KoordinasyonDurumu,mep_koordinasyon_durumu,EN_MEPCoordinationStatus,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Koordinasyon durumu: Bekliyor/Devam/Tamamlandı,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",Koordinasyon durumu: Bekliyor/Devam/Tamamlandı,Coordination status: Pending / In progress / Completed,shared_param_definition,guncellendi
TR_MEP_ClashTespitTarihi,mep_clash_tespit_tarihi,EN_MEPClashDetectionDate,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Son çakışma tespiti tarihi (YYYY-AA-GG),"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",Son çakışma tespiti tarihi (YYYY-AA-GG),Last clash detection date (YYYY-MM-DD),shared_param_definition,guncellendi
TR_MEP_ClashDurumu,mep_clash_durumu,EN_MEPClashStatus,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Çakışma durumu: Temiz / X adet açık,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",Çakışma durumu: Temiz / X adet açık,Clash status: Clear / X open items,shared_param_definition,guncellendi
TR_MEP_IFCSurumu,mep_ifcsurumu,EN_MEPIFCVersion,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,IFC sürümü MEP modeli (IFC4 MEP),"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",IFC sürümü MEP modeli (IFC4 MEP),IFC version for MEP model (IFC4 MEP),shared_param_definition,guncellendi
TR_MEP_HesapRaporNo,mep_hesap_rapor_no,EN_MEPCalculationReportNumber,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,MEP hesap raporu belge numarası,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",MEP hesap raporu belge numarası,MEP calculation report document number,shared_param_definition,guncellendi
TR_HVAC_SistemTipi,hvac_sistem_tipi,EN_HVACSystemType,TEXT,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Sistem tipi: VAV/CAV/VRF/Chiller/Split vb,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Sistem tipi: VAV/CAV/VRF/Chiller/Split vb,System type: VAV / CAV / VRF / Chiller / Split etc.,shared_param_definition,guncellendi
TR_HVAC_KapalıDevreMi,hvac_kapali_devre_mi,EN_HVACIsClosedLoop,YESNO,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Kapalı devre sistemi mi?,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Kapalı devre sistemi mi?,Is it a closed-loop system?,shared_param_definition,guncellendi
TR_HVAC_KanalTipi,hvac_kanal_tipi,EN_HVACDuctType,TEXT,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Kanal tipi: Dikdörtgen/Yuvarlak/Oval/Flex,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Kanal tipi: Dikdörtgen/Yuvarlak/Oval/Flex,Duct shape: Rectangular / Circular / Oval / Flexible,shared_param_definition,guncellendi
TR_HVAC_KanalMalzeme,hvac_kanal_malzeme,EN_HVACDuctMaterial,TEXT,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Kanal malzemesi: Galv. Çelik/SS/PVC/Spiro,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",Kanal malzemesi: Galv. Çelik/SS/PVC/Spiro,Duct material: Galv. steel / SS / PVC / Spiral,shared_param_definition,guncellendi
TR_HVAC_HavaHizi,hvac_hava_hizi,EN_HVACAirVelocity,NUMBER,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Tasarım hava hızı (m/s),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Tasarım hava hızı (m/s),Design air velocity (m/s),shared_param_definition,guncellendi
TR_HVAC_HavaDebisi,hvac_hava_debisi,EN_HVACAirFlowRate,NUMBER,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Hava debisi (m3/h),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Hava debisi (m3/h),Air flow rate (m3/h),shared_param_definition,guncellendi
TR_HVAC_BasıncKaybi,hvac_basinc_kaybi,EN_HVACPressureDrop,NUMBER,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Basınç kaybı (Pa),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Basınç kaybı (Pa),Pressure drop (Pa),shared_param_definition,guncellendi
TR_HVAC_YalitimTipi,hvac_yalitim_tipi,EN_HVACDuctInsulationType,TEXT,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Kanal yalıtım tipi ve kalınlığı (mm),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Kanal yalıtım tipi ve kalınlığı (mm),Duct insulation type and thickness (mm),shared_param_definition,guncellendi
TR_HVAC_YangınDamperVarMi,hvac_yangin_damper_var_mi,EN_HVACHasFireDamper,YESNO,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Yangın damperi var mı? (BYKHY),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Yangın damperi var mı? (BYKHY),Is there a fire damper? (BFRR),shared_param_definition,guncellendi
TR_HVAC_DumDamperVarMi,hvac_dum_damper_var_mi,EN_HVACHasSmokeDamper,YESNO,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Duman damperi var mı?,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Duman damperi var mı?,Is there a smoke damper?,shared_param_definition,guncellendi
TR_HVAC_SistemAdi,hvac_sistem_adi,EN_HVACSystemName,TEXT,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Instance,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,"Sistem adı/kodu (örn: HV-01, EX-01)",HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,"Sistem adı/kodu (örn: HV-01, EX-01)","System name / code (e.g. HV-01, EX-01)",shared_param_definition,guncellendi
TR_HVAC_GurultuSeviyesi,hvac_gurultu_seviyesi,EN_HVACNoiseLevel,NUMBER,21,TR-HVAC HAVALANDIRMA VE KLİMA,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Gürültü seviyesi NC/dB(A),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,Gürültü seviyesi NC/dB(A),Noise level NC / dB(A),shared_param_definition,guncellendi
TR_ISI_SistemTipi,isi_sistem_tipi,EN_HeatCoolSystemType,TEXT,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Sistem: Radyatör/Fancoil/Yerden Isıtma/VRF,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Sistem: Radyatör/Fancoil/Yerden Isıtma/VRF,System: Radiator / Fan-coil / Underfloor heating / VRF,shared_param_definition,guncellendi
TR_ISI_KazanTipi,isi_kazan_tipi,EN_HeatCoolBoilerType,TEXT,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Kazan tipi: Yoğuşmalı/Klasik/Isı Pompası,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Kazan tipi: Yoğuşmalı/Klasik/Isı Pompası,Boiler type: Condensing / Conventional / Heat pump,shared_param_definition,guncellendi
TR_ISI_BorMalzeme,isi_bor_malzeme,EN_HeatCoolPipeMaterial,TEXT,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Boru malzemesi: Çelik/Bakır/PPR/PEX/CPVC,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Boru malzemesi: Çelik/Bakır/PPR/PEX/CPVC,Pipe material: Steel / Copper / PPR / PEX / CPVC,shared_param_definition,guncellendi
TR_ISI_BorCap,isi_bor_cap,EN_HeatCoolPipeDiameter,LENGTH,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Boru çapı DN (mm),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Boru çapı DN (mm),Pipe diameter DN (mm),shared_param_definition,guncellendi
TR_ISI_IsıtmaDebi,isi_isitma_debi,EN_HeatCoolHeatingFlowRate,NUMBER,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Isıtma debisi (l/h),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Isıtma debisi (l/h),Heating flow rate (l/h),shared_param_definition,guncellendi
TR_ISI_SogutmaDebi,isi_sogutma_debi,EN_HeatCoolCoolingFlowRate,NUMBER,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Soğutma debisi (l/h),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Soğutma debisi (l/h),Cooling flow rate (l/h),shared_param_definition,guncellendi
TR_ISI_GirisScakligi,isi_giris_scakligi,EN_HeatCoolSupplyTemperature,NUMBER,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Giriş sıcaklığı (°C),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Giriş sıcaklığı (°C),Supply temperature (°C),shared_param_definition,guncellendi
TR_ISI_DonusScakligi,isi_donus_scakligi,EN_HeatCoolReturnTemperature,NUMBER,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Dönüş sıcaklığı (°C),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Dönüş sıcaklığı (°C),Return temperature (°C),shared_param_definition,guncellendi
TR_ISI_YalitimTipi,isi_yalitim_tipi,EN_HeatCoolPipeInsulationType,TEXT,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Boru yalıtım tipi ve kalınlığı,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Boru yalıtım tipi ve kalınlığı,Pipe insulation type and thickness,shared_param_definition,guncellendi
TR_ISI_BasincSinifi,isi_basinc_sinifi,EN_HeatCoolPressureClass,TEXT,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,Basınç sınıfı PN6/PN10/PN16/PN25,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,Basınç sınıfı PN6/PN10/PN16/PN25,Pressure class PN6/PN10/PN16/PN25,shared_param_definition,guncellendi
TR_ISI_SistemAdi,isi_sistem_adi,EN_HeatCoolSystemName,TEXT,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Instance,Mechanical,Yüksek,Hayır,manual,MEP - HVAC,"Sistem adı/kodu (örn: IS-01, SG-01)",Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,"Sistem adı/kodu (örn: IS-01, SG-01)","System name / code (e.g. HT-01, CL-01)",shared_param_definition,guncellendi
TR_SHT_SistemTipi,sht_sistem_tipi,EN_PlumbingSystemType,TEXT,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Sistem: SK/SK-Sicak/PIS/YMU/YAG/YANGSU,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Sistem: SK/SK-Sicak/PIS/YMU/YAG/YANGSU,System: CW / HW / Drain / Rainwater / Grease / Fire water,shared_param_definition,guncellendi
TR_SHT_BorMalzeme,sht_bor_malzeme,EN_PlumbingPipeMaterial,TEXT,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Boru malzemesi: PPR/PVC/KPVC/Bakır/HDPE,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Boru malzemesi: PPR/PVC/KPVC/Bakır/HDPE,Pipe material: PPR / PVC / CPVC / Copper / HDPE,shared_param_definition,guncellendi
TR_SHT_BorCap,sht_bor_cap,EN_PlumbingPipeDiameter,LENGTH,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Boru çapı DN (mm),Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Boru çapı DN (mm),Pipe diameter DN (mm),shared_param_definition,guncellendi
TR_SHT_BasincSinifi,sht_basinc_sinifi,EN_PlumbingPressureClass,TEXT,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Basınç sınıfı PN,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Basınç sınıfı PN,Pressure class PN,shared_param_definition,guncellendi
TR_SHT_EgimYuzde,sht_egim_yuzde,EN_PlumbingDrainGradient,NUMBER,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Pis su boru eğimi (%),Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Pis su boru eğimi (%),Soil pipe gradient (%),shared_param_definition,guncellendi
TR_SHT_HidroforVarMi,sht_hidrofor_var_mi,EN_PlumbingHasPressureBooster,YESNO,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Hidrofor sistemi var mı?,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Hidrofor sistemi var mı?,Is there a pressure booster system?,shared_param_definition,guncellendi
TR_SHT_DepoHacmi,sht_depo_hacmi,EN_PlumbingTankVolume,NUMBER,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Su deposu hacmi (m3),Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Su deposu hacmi (m3),Water storage tank volume (m3),shared_param_definition,guncellendi
TR_SHT_SicakSuSistemi,sht_sicak_su_sistemi,EN_PlumbingHotWaterSystem,TEXT,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Sıcak su sistemi: Merkezi/Bireysel/Güneş,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Sıcak su sistemi: Merkezi/Bireysel/Güneş,Hot water system: Central / Individual / Solar,shared_param_definition,guncellendi
TR_SHT_YalitimTipi,sht_yalitim_tipi,EN_PlumbingPipeInsulationType,TEXT,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Boru yalıtım tipi ve kalınlığı,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,Boru yalıtım tipi ve kalınlığı,Pipe insulation type and thickness,shared_param_definition,guncellendi
